credit_score,gender,age,tenure,balance,num_of_products,has_cr_card,is_active_member,estimated_salary,geography_France,geography_Germany,geography_Spain,exited
-0.7313432835820896,1,-0.3773226415447124,0.6000000000000001,0.16145070547419565,2,0,0,-0.04388729073433642,1,0,0,1
0.8208955223880597,0,-0.47216902916356795,0.4,-0.06505318544689434,2,1,0,-0.3154545561975141,0,1,0,1
0.23134328358208955,1,-0.6618618044012791,0.0,0.3218832981601688,2,1,1,0.9007460760643065,0,1,0,0
1.0671641791044777,1,-0.28247625392585685,0.1,0.429080818156111,1,1,1,0.3638641746383441,1,0,0,0
-0.1865671641791045,1,-0.8515545796389902,0.6000000000000001,-0.7613474712756407,1,1,1,0.14042464136187752,0,0,1,0
0.6343283582089553,0,-0.3773226415447124,0.0,0.28430488959906824,1,0,1,-0.36132150573308913,0,1,0,0
0.19402985074626866,1,0.9505267851192655,0.8,-0.7613474712756407,2,0,1,-0.015286560427332683,0,0,1,0
0.582089552238806,0,0.5711412346438433,0.6000000000000001,0.43720541543650754,1,0,0,0.6392366503973839,0,1,0,0
-0.08955223880597014,0,0.5711412346438433,0.1,-0.7613474712756407,1,1,1,-0.9015292176805096,1,0,0,0
0.7313432835820896,1,-0.18762986630700126,0.1,0.2829087035100176,2,1,1,-0.7342227625691548,0,1,0,0
-0.05970149253731343,1,-0.7567081920201346,0.5,-0.08707716058601704,1,1,1,-0.2609610537239571,0,0,1,0
-0.23880597014925373,1,-1.325786517733268,0.1,0.3182841344136235,1,1,1,-0.2378439411927128,0,1,0,0
0.029850746268656716,0,2.752608149877521,0.7000000000000001,0.4424121256907726,1,1,1,0.8841876729148656,0,1,0,0
0.31343283582089554,1,-0.09278347868814571,0.5,0.7746719582033206,1,1,1,-0.14304365234316685,1,0,0,0
-0.7164179104477612,0,0.28660207178727654,0.0,0.1474045669686785,2,0,1,0.26268378230259026,0,1,0,1
1.4776119402985075,0,0.47629484702498764,0.8,-0.7613474712756407,2,1,1,0.8541249562729412,0,0,1,0
-0.417910447761194,1,-0.8515545796389902,0.1,-0.7613474712756407,2,1,0,-0.9298188870651897,0,0,1,0
-0.08208955223880597,0,-0.7567081920201346,1.0,0.4614867762934205,1,1,0,-0.08217462080873043,1,0,0,0
-0.11940298507462686,0,0.9505267851192655,0.6000000000000001,0.12924928714857326,2,1,0,0.6027325329698527,0,1,0,1
-0.5,1,-0.8515545796389902,0.6000000000000001,-0.7613474712756407,2,1,1,0.3879439495664524,1,0,0,0
0.44029850746268656,0,-0.09278347868814571,0.30000000000000004,0.247779206446681,1,0,0,0.15450350267559398,0,0,1,0
0.208955223880597,1,0.7608340098815544,0.5,-0.7613474712756407,2,1,1,0.8157608775069277,1,0,0,0
1.1044776119402986,1,0.09690929654956541,0.30000000000000004,-0.1663623264792504,2,1,0,0.33513007441954673,1,0,0,0
0.4626865671641791,0,-1.7051720682086902,0.6000000000000001,-0.08397088369116813,2,0,0,-0.7345905463655492,0,1,0,0
0.0,0,1.8041442736889655,0.6000000000000001,-0.7613474712756407,2,0,1,0.7159580987722621,0,0,1,0
-0.8208955223880597,0,0.3814484594061321,0.6000000000000001,0.1289999822037037,1,1,0,-0.10217461826738308,0,0,1,0
-1.7164179104477613,1,-0.5670154167824235,0.2,-0.7613474712756407,2,1,0,0.031114580332690243,1,0,0,0
0.05223880597014925,0,-0.9464009672578457,0.6000000000000001,0.20445141818842644,1,1,1,-0.4332800624561538,1,0,0,1
-1.208955223880597,0,-0.7567081920201346,0.30000000000000004,0.3774605045696892,1,0,1,0.14711651734768208,0,0,1,0
0.022388059701492536,1,-0.8515545796389902,0.1,-0.10928192100906092,2,1,1,0.8606539827170586,0,1,0,0
-0.5895522388059702,0,0.09690929654956541,0.7000000000000001,0.39701643915238516,1,1,1,0.11039597877517474,1,0,0,0
-1.1940298507462686,1,-0.09278347868814571,0.8,-0.3139436412461076,2,1,0,0.9085859294997191,0,1,0,0
-0.8805970149253731,0,0.19175568416842095,0.9,-0.7613474712756407,2,1,0,-0.871409066587241,1,0,0,0
0.43283582089552236,1,-1.1360937424955568,0.2,0.2992017224306166,1,1,0,0.43310328633068934,0,0,1,0
-0.208955223880597,0,0.6659876222626988,0.30000000000000004,-0.7613474712756407,2,1,1,-0.3737757344779901,0,0,1,0
1.0820895522388059,1,-0.5670154167824235,1.0,-0.10629026167062683,1,0,0,-0.30320648155407465,0,1,0,0
-0.13432835820895522,1,-0.28247625392585685,0.1,-0.21633432671162145,1,1,0,0.16919188075083083,1,0,0,0
0.5597014925373134,0,0.09690929654956541,0.1,-0.0318432580612714,2,1,0,-0.28187776601839865,0,1,0,1
-0.5447761194029851,1,2.373222599402099,0.6000000000000001,0.37710928250899245,1,1,1,0.6555583016226121,0,1,0,0
0.2537313432835821,0,-0.09278347868814571,0.0,0.32157158858130047,1,0,1,0.1660351206587274,1,0,0,0
-0.9402985074626866,0,1.8041442736889655,0.9,0.7305536067173729,2,1,1,0.9318539980667969,0,1,0,0
0.08955223880597014,0,-1.325786517733268,0.6000000000000001,0.5934659133894239,2,1,1,0.08553336719255179,0,1,0,0
-0.9776119402985075,0,0.19175568416842095,0.8,0.184024249060971,1,0,1,-0.8041161187373417,0,1,0,0
-1.0597014925373134,1,-1.2309401301144125,0.6000000000000001,0.3065406955435486,1,0,0,0.6114263807871084,1,0,0,0
1.2238805970149254,1,-0.47216902916356795,0.2,0.08856969754841518,2,1,0,0.0336925231399211,0,1,0,0
-0.23134328358208955,0,1.1402195603569765,0.4,0.1008621560816727,1,0,0,0.7943856044867994,0,1,0,1
0.43283582089552236,0,-1.6103256805898347,0.8,-0.7613474712756407,2,0,0,0.0005140129260551797,0,0,1,0
0.23880597014925373,0,-0.6618618044012791,0.30000000000000004,0.04324997846020968,2,1,1,0.28299423076018937,0,1,0,0
0.21641791044776118,1,-0.18762986630700126,0.6000000000000001,0.189079729994905,1,1,1,0.4754515879037452,0,0,1,0
0.582089552238806,0,2.183529824164388,0.5,0.11812730749169992,1,0,1,-0.38710418673007496,0,0,1,0
0.6343283582089553,0,-0.09278347868814571,0.6000000000000001,0.3854771481050905,2,1,0,1.0055778763509962,0,0,1,0
-1.8208955223880596,0,0.09690929654956541,0.30000000000000004,-0.7613474712756407,2,0,0,0.2569785590331493,1,0,0,0
-0.373134328358209,1,-0.5670154167824235,0.8,-0.7613474712756407,2,1,1,0.1355479990002339,1,0,0,0
-1.5895522388059702,1,-0.6618618044012791,0.30000000000000004,0.3276103344896222,1,1,0,-0.24303926851889385,0,0,1,0
0.4701492537313433,1,-0.7567081920201346,0.2,0.1183708110007454,2,1,1,0.8336254315684394,1,0,0,0
-0.43283582089552236,0,-1.515479292970979,0.5,0.46375576488285847,1,1,0,0.623890266652147,1,0,0,0
0.4552238805970149,0,0.7608340098815544,0.1,-0.008768125469063675,1,1,0,0.9955449417593061,0,1,0,0
0.835820895522388,0,-0.9464009672578457,0.5,-0.7613474712756407,2,1,0,-0.3428399125217397,0,0,1,0
0.23134328358208955,1,-0.3773226415447124,0.5,-0.01109018935651333,1,0,1,0.843445604555416,0,1,0,0
-0.6865671641791045,1,-1.2309401301144125,0.30000000000000004,0.1525860331373311,1,1,0,0.5893170649826341,0,0,1,0
-0.1044776119402985,0,-0.18762986630700126,0.2,-0.05789311607112959,2,1,1,-0.6332996562446433,0,1,0,0
-0.022388059701492536,1,-0.7567081920201346,0.2,-0.7613474712756407,2,1,0,-0.8578965191291666,1,0,0,0
0.9701492537313433,0,-0.28247625392585685,0.5,-0.12467344384127794,2,0,1,0.08547979558926283,1,0,0,0
-0.7089552238805971,0,-0.28247625392585685,0.30000000000000004,-0.7613474712756407,1,0,1,0.4521925665334278,1,0,0,0
0.09701492537313433,1,-0.09278347868814571,0.5,-0.7613474712756407,2,1,0,0.5778524369170862,1,0,0,0
-0.12686567164179105,1,0.7608340098815544,0.2,0.22430824345615683,2,1,0,-0.369588203878579,1,0,0,0
1.328358208955224,0,0.09690929654956541,0.4,-0.7613474712756407,2,0,1,-0.18269192477967472,0,0,1,0
0.03731343283582089,0,-0.09278347868814571,0.7000000000000001,-0.7613474712756407,2,1,0,0.8765947367932844,1,0,0,0
-0.5149253731343284,0,0.8556803975004099,0.30000000000000004,-0.04599491998056041,1,1,0,-0.40231577740897184,1,0,0,1
-0.34328358208955223,0,-1.1360937424955568,0.2,0.25997382454874435,2,1,0,0.4873146992423352,0,1,0,0
0.35074626865671643,0,-0.47216902916356795,0.8,-0.7613474712756407,1,1,1,-0.2346580064324044,0,0,1,0
0.39552238805970147,0,0.8556803975004099,0.9,0.13371341361736547,1,0,0,0.7489729462132716,0,1,0,1
0.7164179104477612,0,2.56291537463981,0.8,-0.7613474712756407,1,1,1,0.6479132170522884,1,0,0,0
